,id,Barbecue,Game Day,Greek,Kid-Friendly,Main Dishes,Mediterranean,Moroccan,Spanish,Summer,Sunday Lunch
422,Greek-Chicken-Recipezaar_13,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
423,Mediterranean-Spinach-And-Rice-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
424,Mediterranean-Chicken-For-Two-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
425,Mediterranean-Tomato-Pasta-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
426,Greek_style-Shrimp-And-Spaghetti-Squash-Recipezaar,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
427,Mediterranean-Chicken-Salad-Food_com-98755,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
428,Mediterranean-Pizza-With-Shrimp-And-Feta-Recipezaar,0.0,1.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
429,Mediterranean-Baked-Fish-Food_com-126917,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
430,Ww-6-Points-_-Mediterranean-Roast-Chicken-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
431,Orange-Roughy-With-Sauteed-Olives_-Capers-_-Tomatoes-564771,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
432,Greek-Eggplant-_aubergine_-Pie-Recipezaar,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
433,Mediterranean-Lemon-Olive-Chicken-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
434,Mediterranean-Steaks-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
435,Rustic-Mediterranean-Pasta-With-Tomatoes-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
436,Creamy-Mediterranean-Chicken-Food_com-149322,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
437,Penne-Mediterranean-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
438,Mediterranean-Chicken-Stew-Food_com-95418,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
439,Greek-Tomato_-Shrimp-And-Feta-Recipezaar,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
440,Mediterranean-Snapper-MyRecipes-230372,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
441,Greek_spiced-Baked-Shrimp-Recipezaar,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
442,Papoutsakia-Food_com-87424,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
443,Mediterranean-Style-Turkey-Pie-Food_com-62062,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
444,Greek-Chicken-and-Orzo-Food_com-100585,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
445,Lamb-With-Spinach-And-Orzo-Recipezaar,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
446,Mediterranean-Sole-With-Arugula-_rocket_-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
447,Greek-Stuffed-Chicken-Breasts-Recipezaar,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
448,Mediterranean-Chicken-_-Pasta-Toss-567491,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
449,Greek-Orzo-Stuffed-Peppers-Food_com-148460,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
450,Greek-Stuffed-Chicken-Recipezaar_1,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
451,Mediterranean-Fish-Fillets-1500337,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
452,Greek-Rice-Casserole-W_feta-And-Artichokes-Recipezaar,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
453,Mediterranean-Fish-Steaks-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
454,Greek_style-Potato_-Zucchini_-And-Bean-Stew-My-Recipes,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
455,Greek-Chicken-With-Orzo-Recipezaar,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
456,Greek-Vegetable-Pilaf-Food_com-178072,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
457,1_dish-Mediterranean-Chicken-Pizza-Bake-My-Recipes,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
458,Grilled-Rib_eye-Steaks-With-Mediterranean-Rub-Epicurious,1.0,0.0,0.0,0.0,1,1,0.0,0.0,1.0,0.0
459,Mediterranean-Baked-Fish-Recipezaar_1,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
460,Lentil-Stew-With-A-Mediterranean-Twist-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
461,Greek-Island-Chicken-With-Marinated-Artichokes-Recipezaar,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
462,Lamb-Meatballs-With-Cucumber-Mint-Yogurt-and-Couscous-Food_com-61527,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
463,Greek-Lamb-Burgers-With-Spinach-And-Red-Onion-Salad-Recipezaar,1.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
464,Mediterranean-Bean-Casserole-Food_com-101703,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
465,Mediterranean-Pantry-Supper-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
466,Shrimp-With-Feta-Cheese-_greek_-Recipezaar,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
467,6_vegetable-Mediterranean-Stew-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
468,Mediterranean-Eggplant-_aubergine_-Casserole-Recipezaar_1,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
469,Lemon-Parsley-Fish-With-Greek-Salad-Food_com-101665,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
470,Mediterranean-Drumsticks-1153771,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
471,Greek-Spaghetti-W_Lamb-Food_com-114966,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
472,Mediterranean-Penne-Chicken-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
473,Grilled-Steak-_-Greek-Style-Recipezaar,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
474,Greek-Chicken-And-Potato-Packets-For-The-Grill-Recipezaar,1.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
475,Spanakopita-_Greek-Spinach-and-Feta-Pie_-Food_com-107521,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
476,Mediterranean-Tuna-Casserole-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
477,Summer-Pasta-With-Olives_-Roasted-Peppers-And-Capers-Epicurious,0.0,0.0,0.0,0.0,1,1,0.0,0.0,1.0,0.0
478,Rice-a-Roni-Mediterranean-Lemon-Chicken-Food_com-125925,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
479,Roasted-Mediterranean-Chicken-My-Recipes,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
480,Lamb-Chops-And-Potatoes-With-Olives_-Tomatoes-And-Feta-Cheese-Epicurious,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0
481,Shrimp-and-Rice-Stuffed-Tomatoes-Food_com-92375,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
482,Chicken-Gyros-With-Cucumber-Salsa-and-Tsatsiki-Food_com-169789,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
483,Healthy-Pantry-Night-Mediterranean-Chicken-Food_com-98590,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
484,Cod-With-Mediterranean-Salsa-Epicurious,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
485,Mediterranean-Herb-Pasta-Food_com-187004,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
486,Garlic-Greek-Style-Spaghetti-Food_com-184076,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
487,Sun_dried-Tomato-And-Garlic_crusted-Rack-Of-Lamb-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,1.0
488,Mediterranean-Salmon-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
489,Mediterranean-Baked-Chicken-Recipezaar_2,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
490,Greek-Pizza-With-Phyllo-Crust-Recipezaar,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
491,Pan-Fried-Cod-with-Mediterranean-Flavors-Food_com-95264,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
492,Mediterranean-Chicken-Recipezaar_11,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
493,Lamb-Patties-with-Pistachio-Tzatziki-1065427,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
494,Greek-Baked-Shrimp-With-Feta-Recipezaar,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
495,Greek-Eggplant-And-Walnut-Pie-Recipezaar,0.0,0.0,1.0,0.0,1,1,0.0,0.0,0.0,0.0
496,Mediterranean-Chicken-And-Rice-Pilaf-Recipezaar,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
497,Mediterranean-Flounder-Food_com-75981,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
498,Mediterranean-Chicken_-Arugula-Pasta_-and-Zesty-Chickpeas-Food_com-291528,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
499,Mediterranean-Meatloaf-Recipezaar_1,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0
