,id,Barbecue,Cuban,Fall,Game Day,Kid-Friendly,Main Dishes,Mexican,Southwestern,Summer
24,Layered-Chicken-Enchilada-Bake-1702240,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
25,Slow-Cooker-Pork-Carnitas-Tacos-1712773,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
26,One-Pan-Mexican-Quinoa-1621595,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
27,W_O_W_-Enchilada-Casserole-1712717,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
28,Tex-Mex-Chicken-Chile-Rellenos-1712681,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
29,Mexican-Style-Lasagna-Bake-1695229,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
30,Roasted-Sweet-Potato-and-Black-Bean-Enchilada-1713172,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
31,Mexican-Skillet-Casserole-1622926,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
32,Mexican-One-Pan-Pasta-1701878,0.0,0.0,0.0,0.0,1.0,1,1,1.0,0.0
33,Chili-Lime-Skirt-Steak-Fajitas-1705657,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
34,Mexican-Mac-_-Cheese-_-3-SmartPoints-_-1619974,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0
35,One-Pot-Stove-Top-Enchiladas---Summer-Style-1599428,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0
36,One-Skillet-Mexican-Quinoa-1688506,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
37,Crock-Pot-Mexican-Meatballs-with-Fire-Roasted-Chipotle-Sauce-1708910,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
38,Mexican-Beef-_-Corn-Casserole-1549294,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
39,Lazy-Girl-Sweet-_-Spicy-Lime-Chicken-1083609,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
40,4-Ingredient-Healthy-Chicken-Enchilada-Casserole-1579975,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
41,Beef-Enchiladas-1689526,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
42,Mexican-Pork-Chops-1690382,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
43,Green-Chile-Creamy-Chicken-Taco-Boats-1706520,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0
44,Chile-Colorado-Burritos-1549478,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0
45,Chicken-Enchiladas-1624206,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
46,Crock-Pot-Beef-Carnitas-Tacos-1573238,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
47,Coca-Cola-Carnitas-1697335,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
48,6-Ingredient-Green-Chile-Chicken-Enchiladas-_Gluten-Free-_-Double-Batch-for-the-Freezer_-1700178,0.0,0.0,0.0,0.0,1.0,1,1,1.0,0.0
49,Chicken-Tinga-Tostadas-1712141,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
50,Discada-Tacos-1709998,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
51,Easy-Baked-Tacos-1683213,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
52,Creamy-Chicken-Enchiladas-1597583,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
53,Pork-Enchilada-Stuffed-Poblano-Peppers-1710840,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
54,Easy-Mexican-Tin-Foil-Dinners-1700467,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
55,Cream-Cheese-Chicken-Enchiladas-1709354,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
56,Layered-Enchilada-Bake-1707178,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
57,Tacos-al-Pastor-1709786,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
58,Bacon-wrapped-jalapeno-popper-stuffed-chicken-351514,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
59,Chipotle-Chicken-Recipe-_Copycat_-1710613,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
60,Broiled-or-grilled-pollo-sabroso-352036,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
61,Taco-Tater-Casserole-1703567,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
62,Carnitas-Tacos-with-Tomatillo-Salsa-1712616,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
63,Easy-Chicken-Santa-Fe-472830,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0
64,9-1707323,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
65,Chipotle-Chicken-Enchilada-Bake-1294681,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
66,One-Pan-Taco-Salsa-Chicken-Dinner-with-Cilantro-and-Lime-1699309,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
67,Mexican-Zucchini-Burrito-Boats-1684037,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
68,Chicken-Enchiladas-With-Salsa-Verde-1699550,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
69,Chipotle-Lime-Fish-Tacos-1602537,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
70,Crock-Pot-Enchilada-Tacos-1708355,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
71,Small-Batch-Green-Salsa-Verde-Chicken-Enchiladas-1707326,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
72,Grilled-Shrimp-Tacos-with-Pickled-Onions-1708202,1.0,0.0,0.0,0.0,0.0,1,1,0.0,1.0
73,Cheesy-Chicken-_-Corn-Stuffed-Chiles-1694937,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
74,8-Ingredient-Nachos-Madness-1681244,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
75,Spaghetti-Squash-Enchilada-Boats-_Grain-free_-780110,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
76,Grilled-Scallops-with-Tomato-Mango-Salsa-and-Tomatillo-Guacamole-1709425,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
77,Vegetarian-Enchiladas-1579421,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
78,Monterrey-Chicken-Bake-1180899,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
79,Beef-Tortilla-Taco-Casserole-1693198,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0
80,Shrimp-Burritos-with-Mango-Salsa-1712593,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
81,Pork-Carnitas-1707736,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
82,Beef-Enchilada-1639020,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
83,Taco-Casserole-1603020,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
84,20-Minute-Summer-Enchilada-Skillet-1643519,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0
85,Fajita-Stuffed-Chicken-1582342,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
86,Cilantro-Lime-Chicken-995867,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
87,Mexican-Steak-_-Salsa-Rice-1596127,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
88,Beef-Enchiritos-1712990,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
89,Chicken-_-Green-Chili-Enchiladas-1632601,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
90,Tequila-Shrimp-Tostadas-1465394,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
91,Cuban-Spiced-Sockeye-Tacos-with-Lime-Crema-1710496,0.0,1.0,0.0,0.0,0.0,1,1,0.0,0.0
92,One-Pot-Lazy-Stuffed-Peppers-1119428,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
93,Easy-Chicken-Enchiladas-1708264,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
94,3-Ingredient-Slow-Cooker-Taco-Chicken-1703866,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
95,Mexican-Steak-_-Avocado-Salsa-1701926,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
96,Santa-Fe-Enchilada-Bake-1702313,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0
97,Grilled-Pork-and-Scallion-Tacos-1711033,1.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
98,Green-chili-turkey-burgers-345488,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
99,Easy-Chicken-Sour-Cream-Enchiladas-Your-Family-will-Love-1524373,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
100,Mexican-Chicken-Alfredo-1699991,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
101,Crock-Pot-leftover-Pork-Carnitas-1708505,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
102,New-Mexico-Green-Chile-Stew-1626452,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
103,Easy-Stacked-Chicken-Enchiladas-1100610,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0
104,Easy-Enchilada-Cups-1553757,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
105,Hominy-Quesadillas-with-Grilled-Tomatillo-Salsa-1708796,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
106,Easy-Baked-Chimichangas-1690365,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
107,Crock-Pot-Chicken-Fajitas-1454358,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
108,Bell-Pepper-_-Chickpea-Tacos-w_-Avocado-Green-Chile-Sauce-1705352,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
109,Taco-Bake-1641594,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0
110,Enchilada-Stuffed-Chicken-Skillet-_Inside-Out-Chicken-Enchiladas_-1710244,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
111,Taco-Salad-With-Homemade-Shells-1712265,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
112,Easy-Beef-Enchiladas-472736,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
113,Black-Bean-Tacos-with-Spiralized-Jicama-and-Avocado-Mash-1709647,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
114,Mexican-Grilled-Shrimp-with-Corn-Salsa-1703661,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
115,Chicken-Enchiladas-1573895,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
116,Carne-Asada-Street-Tacos-1068485,1.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
117,Lazy-Girls-Chicken-Enchilada-Casserole-475009,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
118,Spicy-Cheesy-Mini-Meatloaves-1080700,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
119,Chicken-Flautas-1071609,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0
120,Mexican-Lasagna-with-Chicken-and-Black-Beans-1700533,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
121,Crawfish-Enchiladas-1585406,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
122,Chicken-Mole-Closet-Cooking-55004,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
123,Mexican-Lasagna-Skillet-1699883,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
124,Chipotle-Lime-Chicken-Taco-Bowl-with-Mango-Chipotle-Sauce-1684493,1.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
125,Steak-Fajitas-1550110,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
126,Slow-Cooker-Beef-Tostada_s-1710084,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
127,Crockpot-Cheesy-Chicken-Enchilada-Rice-Bowls-1666708,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0
128,Slow-Cooker-Enchilada-Quinoa-1696350,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
129,Mexican-Sliced-Steak-Tacos-1705546,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
130,Slow-Cooker-Mexican-Chicken-1641144,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
131,Chicken-Fajita-1603524,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
132,One-Pot-Enchilada-Pasta-1669296,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
133,Homemade-Enchiladas-1078716,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
134,Chili-Lime-Chicken-Tenders-1130363,1.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0
135,Creamy-Mexican-Slow-Cooker-Chicken-Low-Carb_-Gluten-Free-1616350,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
136,Chipotle-Lime-Fish-Tacos-Closet-Cooking-54935,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
137,Salsa-Verde-Chicken-Enchiladas-1704464,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
138,Mexican-Macaroni-and-Cheese---3-Smartpoints-1443062,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0
139,Tequila-Lime-Shrimp-from-Mexico_s-Rancho-La-Puerta-1600455,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
140,Enchilada-Casserole-1617717,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
141,Red-bean-chili-307200,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0
142,Slow-Cooker-Cilantro-Lime-Chicken-575846,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
143,Cheesy-Chicken-Enchiladas-1626121,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0
144,Mexican-Brown-Rice-Bake-Gluten-Free-1066656,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0
145,Chicken-Taco-Casserole-1706333,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0
146,Chile-Verde-1622157,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
147,Cilantro-Lime-Chicken-Zucchini-1063725,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
148,21-Day-Fix-Approved-Chicken-Enchiladas-_Homemade-Sauce_-1215487,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0
149,Chipotle-Chicken-Kabobs-with-Avocado-Cream-Sauce-475301,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
150,Chipotle-Lime-Cabbage-Fish-Tacos-1703238,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
151,Foil-Pack-Chicken-Enchiladas-1686105,1.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
152,Easy-Cheesy-Chicken-Enchiladas-1557581,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
153,Clean-Eating-Taco-Shrimp-1031786,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
154,Beef-and-Bean-Taco-Casserole-1697979,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0
155,Fiesta-Chicken-Crockpot-1113907,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
156,Grilled-Chipotle-Chicken-Tacos-1643111,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
157,Shredded-Pork-Tacos-with-Pinto-Beans-and-Slaw-1695917,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
158,Chicken-Enchilada-Casserole-1171469,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
159,Skillet-Tortilla-Pizza-Simply-Recipes-287096,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
160,Vegan-Tacos-with-California-Walnuts-1700552,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
161,Chicken-Chilaquiles-1069553,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
162,MEXICAN-CHICKEN-753885,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
163,Cilantro-Lime-Grilled-Chicken-1195411,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
164,Easy-Weeknight-Enchiladas-1065931,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
165,Black-Bean-Vegan-Enchiladas-971043,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
166,Baked-Chimichanga-1581099,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
167,Simple-Chicken-Enchilada-Casserole-1567561,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
168,Mexican-Tinga-De-Pollo-1593343,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
169,Low-Carb-Mexican-Tamale-Skillet-Pie-_Gluten-Free_-Grain-Free_-1690031,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
170,Cilantro-lime-shrimp-352105,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
171,Monterrey-Chicken-Bake-1018788,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
172,Shredded-Pork-Burrito-Bowls-1699822,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
173,Slow-Cooker-Black-Bean-Mole---Perfect-For-Tacos_-1698005,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
174,Individual-Chicken-Taco-Casseroles-1678223,0.0,0.0,0.0,0.0,1.0,1,1,1.0,0.0
175,Shredded-Mexican-Beef-1023349,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
176,Paleo-Taco-Bowl-1628527,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
177,Skinny-Mexican-Casserole-1554841,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
178,Green-Chili-Cream-Cheese-Enchiladas-1639475,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
179,Pork-Hatch-Green-Chili-1547317,0.0,0.0,0.0,1.0,0.0,1,1,0.0,0.0
180,Grilled-Mexican-Lime-Chicken-1188856,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
181,Cheesy-Mexican-Bubble-Up-Bake-1643497,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
182,Easy-Skillet-Chicken-Chilaquiles-1619166,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
183,Enmoladas-_Chicken-Mole-Enchiladas_-Closet-Cooking-55003,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
184,Chicken-Tacos-Once-Upon-A-Chef-199931,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
185,Buffalo-Chicken-Taquitos-1186877,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
186,Oyster-Mushroom-Tacos-with-Sweet-Mango-Salsa-1698760,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
187,Beef-and-Green-Chile-Enchiladas-1680135,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
188,MEXICAN-STUFFED-PEPPERS-1678500,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
189,Grilled-Lime-Chicken-Taco-1622643,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
190,No-Roll-Mexican-Rice-Enchiladas-1680132,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
191,Slow-Cooker-Pineapple-Salsa-Chicken-aka-Mexican-Delight-1199965,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
192,Carne-bistec---colombian-steak-with-onions-and-tomatoes-352004,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
193,Braised-Chipotle-Pork-Butt-Tacos-1707500,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
194,4-Ingredient-Slow-Cooker-Mexican-Shredded-Chicken-1600798,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
195,5-Ingredient-Mexican-Quinoa-Stuffed-Peppers-1098884,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
196,Creamy-Salsa-Chicken-1578355,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
197,Cilantro-and-lime-fish-tacos-351065,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
198,Enchiladas-Suizas-1612926,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
199,Chile-rellenos-bake-309598,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
200,Mexican-Pulled-Beef-Tacos-1001235,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
201,Ranch-Chicken-Enchiladas-676318,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0
202,Buffalo-chicken-enchiladas-333322,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
203,Bean-and-cheese-enchiladas-365041,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
204,Mexican-Style-Lasagna-1080710,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0
205,One-Pot-Mexican-Rice-Skillet-Dinner-1619915,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
206,Spicy-Chicken-Tacos-1179178,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
207,Chicken-Enchiladas-1238029,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
208,Sour-Cream-_-Chicken-Enchiladas-1690862,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
209,Recipe-for-Grilled-Corn_-Peppers-_-Black-Bean-Tacos-with-Creamy-Poblano-Sauce-1697885,1.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
210,Carne-Asada-1011512,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
211,Enchiladas-Con-Carne-1685128,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
212,Chicken-Enchiladas-With-Salsa-Verde-1687156,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
213,Chilli-Con-Carne-574487,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
214,White-Chicken-and-Cheese-Enchilada-Casserole-1706348,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
215,One-Pot-Mexican-Pasta-Skillet-1455351,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
216,Chicken-Enchilada-Casserole-1679590,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0
217,Arroz-Con-Pollo-Simply-Recipes-43033,0.0,1.0,0.0,0.0,0.0,1,1,0.0,0.0
218,Cheese-Enchiladas-1018019,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
219,Taco-Pasta-_glutenfree-_vegan-1183010,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
220,Chipotle-Lime-Salmon-1089347,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
221,Shrimp-fajitas-352465,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
222,Chicken-Enchilada-Casserole-1693970,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
223,Quinoa-Burrito-Bowl-1065602,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
224,Mexi-chicken-campanelle-dinner-334784,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
225,Chicken-Enchilada-Casserole-1630054,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
226,Taco-Pasta-1027604,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
227,Too-easy-enchiladas-351527,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
228,Clean-Eating-Tortilla-Chicken-Stew-763011,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
229,Slow-cooker-black-beans-with-cilantro-309967,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
230,One-Skillet-Cheesy-Enchilada-Bake-1642780,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
231,Turkey-stuffed-peppers-352582,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
232,Slow-Cooker-Taco-Meat-1071354,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
233,Green-Chile-Sour-Cream-Enchilada-Chicken-Breasts-1613131,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
234,Simple-Perfect-Enchiladas-1689517,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
235,Chipotle-Pork-Soft-Tacos-1695284,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
236,Chili-Lime-Chicken-Marinade-1083728,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
237,How-To-Make-Pork-Carnitas-Recipe-_-Como-Hacer-Carnitas-de-Puerco-1066797,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
