,id,Barbecue,Cuban,Fall,Game Day,Kid-Friendly,Main Dishes,Mexican,Southwestern,Summer
480,Quick-Tex-Mex-Sweet-Potato-Skillet-1031415,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
481,Shrimp-Fajitas-in-Foil-1127098,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
482,Chicken-Fajitas-1623447,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
483,Enchilada-Meatballs-in-the-Crock-Pot-983143,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
484,Street-Tacos-1049185,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
485,My-Chili-Allrecipes,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
486,Enchilada-Bubble-Bake-1069148,0.0,0.0,0.0,0.0,1.0,1,1,0.0,0.0
487,Green-Chicken-Enchiladas-_Gluten-Free_-483003,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
488,Cheesy-Chicken-Enchilada-Style-Burritos-960030,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
489,Slow-Cooker-Salsa-Verde-Chicken-1184511,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
490,Healthy-Enchilada-Chicken-Bake-1109723,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
491,Mexican-Baked-Pasta-990297,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
492,Santa-Fe-Chicken-Casserole-989645,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
493,Salsa-Verde-Chicken-Enchiladas-686137,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
494,Skillet-Enchilada-Bake-1274886,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0
495,Grilled-Tequila-Lime-Chicken-with-Mango-Salsa-1679703,1.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
496,Butternut-squash-enchiladas-333296,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
497,Easy-Beef-Empanadas-946612,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
498,Chicken-Enchiladas-With-Salsa-Verde-1684726,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
499,Quick-Enchiladas-Suizas-1173245,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0
