,id,ingredient_list,cuisine,ingredient_string
1173,Unpeeled_-Large-Fresh-Shrimp-1477845,"[shrimp, butter, purple onion, red bell pepper, yellow bell pepper, chopped green bell pepper, garlic cloves, okra, lemon juice, salt, cream of shrimp soup, dry white wine, soy sauce, cayenne pepper, long-grain rice, grated parmesan cheese, lemon slices, parsley sprigs]",American,shrimp butter purple onion red bell pepper yellow bell pepper chopped green bell pepper garlic clove okra lemon juice salt cream of shrimp soup dry white wine soy sauce cayenne pepper long grain rice grated parmesan cheese lemon slice parsley sprig
1174,Large-Onion_-Chopped-1252529,"[onions, green bell pepper, vegetable oil, cooked chicken, cream of chicken soup, cream of mushroom soup, diced tomatoes, chili powder, salt, garlic powder, pepper, corn tortillas, shredded cheddar cheese]",American,onion green bell pepper vegetable oil cooked chicken cream of chicken soup cream of mushroom soup diced tomato chili powder salt garlic powder pepper corn tortilla shredded cheddar cheese
1175,Apple-Sage-Stuffed-Pork-Chops-1075453,"[butter, yellow onion, chopped celery, granny smith apples, fresh mushrooms, stuffing mix, chicken broth, sage leaves, flat leaf parsley, salt, ground black pepper, ground red pepper, center cut pork chops, olive oil, water, pearl onions, baby carrots]",American,butter yellow onion chopped celery granny smith apple fresh mushroom stuffing mix chicken broth sage leaf flat leaf parsley salt ground black pepper ground red pepper center cut pork chop olive oil water pearl onion baby carrot
1176,Corn-and-Dried-Tomato-Souffle-with-Shrimp-Onion-Relish-560007,"[butter, all-purpose flour, milk, dried tarragon leaves, salt, frozen corn kernels, tomatoes, grated parmesan cheese, large eggs, cream of tartar, relish]",American,butter all purpose flour milk dried tarragon leaf salt frozen corn kernel tomato grated parmesan cheese large egg cream of tartar relish
1177,Pan-Fried-Trout-with-Cornbread-Salad-MyRecipes-209265,"[cornbread, pumpkin seeds, ground cumin, paprika, salt, pepper, kale, thick-cut bacon, trout, fillets, olive oil, purple onion, red wine vinegar, lemon juice]",American,cornbread pumpkin seed ground cumin paprika salt pepper kale thick cut bacon trout fillet olive oil purple onion red wine vinegar lemon juice
1178,Scallop-Skillet-with-Bacon_-Edamame_-Basil_-and-Creamy-Grits-1434350,"[grits, bacon, sea scallops, salt, black pepper, unsalted butter, sweet onion, garlic cloves, red bell pepper, frozen edamame beans, dry white wine, grape tomatoes, fresh basil]",American,grit bacon sea scallop salt black pepper unsalted butter sweet onion garlic clove red bell pepper frozen edamame bean dry white wine grape tomato fresh basil
1179,Roast-Turkey-with-Apple-Cider-Glaze-1447052,"[whole turkey, granny smith apples, onions, parsley sprigs, apple butter, brown sugar, dijon mustard, ground nutmeg, salt, black pepper, ground red pepper, low salt chicken broth, cooking spray, all-purpose flour, apple cider, 1% low-fat milk]",American,whole turkey granny smith apple onion parsley sprig apple butter brown sugar dijon mustard ground nutmeg salt black pepper ground red pepper low salt chicken broth cooking spray all purpose flour apple cider low fat milk
1180,Miso-Rubbed-Turkey-with-Turkey-Gravy-1367161,"[onions, miso, turkey drippings, fat, unsalted butter, black pepper, turkey, salt, water, stock, all-purpose flour]",American,onion miso turkey dripping fat unsalted butter black pepper turkey salt water stock all purpose flour
1181,Bourbon-and-Brown-Sugar-Flank-Steak-with-Garlic-Chive-Mashed-Potatoes-1444131,"[steak, dark brown sugar, green onions, bourbon whiskey, low sodium soy sauce, dijon mustard, freshly ground black pepper, worcestershire sauce, flank steak, cooking spray, corn starch, potatoes, small red potatoes, garlic cloves, reduced-fat sour cream, 2% reduced-fat milk, butter, salt, chopped fresh chives, fresh chives]",American,steak dark brown sugar green onion bourbon whiskey low sodium soy sauce dijon mustard freshly ground black pepper worcestershire sauce flank steak cooking spray corn starch potato small red potato garlic clove reduced fat sour cream reduced fat milk butter salt chopped fresh chive fresh chive
1182,Saucy-Pork-Chops-With-Orange-Slices-1097674,"[pork rib chops, orange juice, soy sauce, crushed red pepper, salt, black pepper, orange marmalade, barbecue sauce, orange slices]",American,pork rib chop orange juice soy sauce crushed red pepper salt black pepper orange marmalade barbecue sauce orange slice
1183,Saucy-Crawfish-with-Whole-Corn-Grits-1440845,"[grits, 2% reduced-fat milk, corn kernels, chipotle chile, water, kosher salt, shredded reduced fat cheddar cheese, light sour cream, crawfish, all-purpose flour, olive oil, andouille sausage, chopped onion, chopped green bell pepper, minced garlic, chopped fresh thyme, tomato paste, chopped fresh chives]",American,grit reduced fat milk corn kernel chipotle chile water kosher salt shredded reduced fat cheddar cheese light sour cream crawfish all purpose flour olive oil andouille sausage chopped onion chopped green bell pepper minced garlic chopped fresh thyme tomato paste chopped fresh chive
1184,Oven-Baked-Salmon-with-Picholine-Olive-Sauce-1168402,"[garlic, shallots, dry vermouth, fat skimmed chicken broth, whipping cream, picholine olives, fresh thyme leaves, salt, ground pepper, salmon fillets, butter, dry white wine, fresh tarragon, thyme sprigs]",American,garlic shallot dry vermouth fat skimmed chicken broth whipping cream picholine olive fresh thyme leaf salt ground pepper salmon fillet butter dry white wine fresh tarragon thyme sprig
1185,Walnut-Crusted-Pork-Chops-with-Autumn-Vegetable-Wild-Rice-1489930,"[center cut pork chops, worcestershire sauce, kosher salt, rubbed sage, freshly ground black pepper, walnuts, bacon slices, lower sodium chicken broth, cooking spray, finely chopped onion, carrots, jalapeno chilies, garlic cloves, swiss chard, cremini mushrooms, granny smith apples, wild rice, flat leaf parsley]",American,center cut pork chop worcestershire sauce kosher salt rubbed sage freshly ground black pepper walnut bacon slice lower sodium chicken broth cooking spray finely chopped onion carrot jalapeno chilies garlic clove swiss chard cremini mushroom granny smith apple wild rice flat leaf parsley
1186,Oven-Barbecue-Beer-Can-Chicken-1177131,"[roasting chickens, ketchup, chili sauce, worcestershire sauce, chili powder, cider vinegar, ground black pepper, salt, garlic cloves, beer, seasoning]",American,roasting chicken ketchup chili sauce worcestershire sauce chili powder cider vinegar ground black pepper salt garlic clove beer seasoning
1187,Pear-and-Cranberry-Stuffed-Pork-Roast-1076251,"[cooking spray, onions, dried thyme, rubbed sage, garlic cloves, fat free less sodium chicken broth, pears, dried cranberries, apple juice, boneless pork loin, salt, ground black pepper]",American,cooking spray onion dried thyme rubbed sage garlic clove fat free le sodium chicken broth pear dried cranberry apple juice boneless pork loin salt ground black pepper
1188,Spicy-Fruit-Stuffed-Pork-Loin-with-Roasted-Pears-and-Onions-1075797,"[pork loin, mixed dried fruit, dark brown sugar, chopped fresh sage, crushed red pepper, boneless pork loin, kosher salt, ground pepper, olive oil, pears, onions, seckel pears, butter, fresh lemon juice, honey, fresh rosemary, freshly ground pepper, cipollini onions, glaze, preserves, sage leaves]",American,pork loin mixed dried fruit dark brown sugar chopped fresh sage crushed red pepper boneless pork loin kosher salt ground pepper olive oil pear onion seckel pear butter fresh lemon juice honey fresh rosemary freshly ground pepper cipollini onion glaze preserve sage leaf
1189,Apple-and-Corn-Bread-Stuffed-Pork-Loin-1338790,"[cooking spray, finely chopped onion, chopped celery, ground black pepper, granny smith apples, cornbread stuffing mix, apple juice, rubbed sage, large eggs, center cut pork loin roast, salt, corn starch, fat free less sodium chicken broth]",American,cooking spray finely chopped onion chopped celery ground black pepper granny smith apple cornbread stuffing mix apple juice rubbed sage large egg center cut pork loin roast salt corn starch fat free le sodium chicken broth
1190,Braised-Chicken-with-White-Asparagus-and-Morel-Saute-with-Creme-Fraiche-558467,"[chicken legs, grated lemon peel, fresh thyme leaves, flat leaf parsley, butter, extra-virgin olive oil, onions, leeks, morel, bay leaves, dry white wine, dry sherry, low salt chicken broth, white asparagus, crème fraîche]",American,chicken leg grated lemon peel fresh thyme leaf flat leaf parsley butter extra virgin olive oil onion leek morel bay leaf dry white wine dry sherry low salt chicken broth white asparagus cr me fra che
1191,Pepper-Roasted-Salmon-With-Mustard-Herb-Cream-Sauce-1443253,"[tofu, garlic cloves, non-fat sour cream, dijon mustard, fresh lemon juice, chives, fresh dill, peppercorns, salmon fillets, olive oil flavored cooking spray, olive oil, salt, rosemary sprigs]",American,tofu garlic clove non fat sour cream dijon mustard fresh lemon juice chive fresh dill peppercorn salmon fillet olive oil flavored cooking spray olive oil salt rosemary sprig
1192,Fontina-Stuffed-Baked-Salmon-with-Herb-Jus-1168163,"[herbs, dry red wine, dry sherry, shallots, garlic cloves, fennel bulb, fat free less sodium chicken broth, chopped fresh thyme, fresh basil, fresh rosemary, salt, black pepper, salmon, olive oil, cremini mushrooms, fontina cheese, fresh parmesan cheese, salmon fillets, cooking spray, dry white wine, couscous, flat leaf parsley, basil]",American,herb dry red wine dry sherry shallot garlic clove fennel bulb fat free le sodium chicken broth chopped fresh thyme fresh basil fresh rosemary salt black pepper salmon olive oil cremini mushroom fontina cheese fresh parmesan cheese salmon fillet cooking spray dry white wine couscous flat leaf parsley basil
1193,Barbecue-Stew-1105018,"[boneless pork loin, barbecue seasoning, barbecue sauce, chicken broth, veget soup mix, fire roasted diced tomatoes, frozen whole kernel corn, salt, oven fries, olive oil, rosemary, sweet potatoes]",American,boneless pork loin barbecue seasoning barbecue sauce chicken broth veget soup mix fire roasted diced tomato frozen whole kernel corn salt oven fry olive oil rosemary sweet potato
1194,Roast-Turkey-with-Sage-Stuffing-and-Gravy-1449763,"[unsalted butter, sweet italian sausage, onions, celery, chicken stock, white bread, multigrain bread, flat leaf parsley, fresh sage, ground sage, large eggs, salt, cracked black pepper, turkey, oil, butter, flour, turkey size oven bag, Madeira]",American,unsalted butter sweet italian sausage onion celery chicken stock white bread multigrain bread flat leaf parsley fresh sage ground sage large egg salt cracked black pepper turkey oil butter flour turkey size oven bag madeira
1195,Shrimp-Manchego-Chorizo-Grits-With-Red-Bean-Salsa-1449608,"[water, bouillon cube, grits, butter, large shrimp, chorizo sausage, manchego cheese, salt, pepper, salsa, olive oil]",American,water bouillon cube grit butter large shrimp chorizo sausage manchego cheese salt pepper salsa olive oil
1196,Grilled-Pizza-With-Steak_-Pear_-and-Arugula-MyRecipes-224167,"[vegetable oil cooking spray, flank steak, salt, pepper, olive oil, Balsamico Bianco, prebaked pizza crusts, red bartlett pears, arugula, crumbled gorgonzola, cracked black pepper]",American,vegetable oil cooking spray flank steak salt pepper olive oil balsamico bianco prebaked pizza crust red bartlett pear arugula crumbled gorgonzola cracked black pepper
1197,Onion-Topped-Sausage-_n_-Mashed-Potato-Casserole-1449568,"[sweet ground turkey sausage, diced tomatoes, sauce, loosely packed fresh basil leaves, shallots, garlic and herb seasoning, mashed potatoes, cheese, italian seasoning, french fried onions]",American,sweet ground turkey sausage diced tomato sauce loosely packed fresh basil leaf shallot garlic and herb seasoning mashed potato cheese italian seasoning french fried onion
1198,Grilled-Pizza-With-Steak_-Pear_-and-Arugula-1086000,"[vegetable oil cooking spray, flank steak, salt, pepper, olive oil, Balsamico Bianco, prebaked pizza crusts, red bartlett pears, arugula, crumbled gorgonzola, cracked black pepper]",American,vegetable oil cooking spray flank steak salt pepper olive oil balsamico bianco prebaked pizza crust red bartlett pear arugula crumbled gorgonzola cracked black pepper
1199,Stuffed-Heritage-Pork-Chops-with-Creamy-Grits-1504274,"[pork, water, fresh orange juice, jalapeno chilies, brown sugar, fine sea salt, pork chops, bacon, diced onions, diced apples, sliced mushrooms, butternut squash, swiss chard, garlic cloves, salt, freshly ground black pepper, olive oil, sauce, finely chopped onion, chopped celery, all-purpose flour, fat free less sodium beef broth, tomatoes, grits, old fashioned stone ground grits, butter]",American,pork water fresh orange juice jalapeno chilies brown sugar fine sea salt pork chop bacon diced onion diced apple sliced mushroom butternut squash swiss chard garlic clove salt freshly ground black pepper olive oil sauce finely chopped onion chopped celery all purpose flour fat free le sodium beef broth tomato grit old fashioned stone ground grit butter
1200,Grilled-Tuna-Nicoise-476608,"[red potato, green beans, tuna steaks, cooking spray, purple onion, fresh parsley, dried tarragon leaves, fat free less sodium chicken broth, white wine vinegar, extra-virgin olive oil, dijon mustard, salt, ground black pepper, salad greens, cherry tomatoes, Niçoise olives]",American,red potato green bean tuna steak cooking spray purple onion fresh parsley dried tarragon leaf fat free le sodium chicken broth white wine vinegar extra virgin olive oil dijon mustard salt ground black pepper salad green cherry tomato ni oise olive
1201,Crab-Cakes-with-Roasted-Vegetables-and-Tangy-Butter-Sauce-1465989,"[cake, purple onion, fresh parsley, light mayonnaise, dijon mustard, old bay seasoning, worcestershire sauce, egg whites, lump crab meat, panko breadcrumbs, olive oil, cooking spray, vegetables, baby carrots, small red potatoes, shallots, salt, haricots verts, sauce, fat free less sodium chicken broth, white wine vinegar, butter]",American,cake purple onion fresh parsley light mayonnaise dijon mustard old bay seasoning worcestershire sauce egg white lump crab meat panko breadcrumb olive oil cooking spray vegetable baby carrot small red potato shallot salt haricot verts sauce fat free le sodium chicken broth white wine vinegar butter
1202,Southern-Buttermilk-Fried-Chicken-1428957,"[broiler-fryer chicken, buttermilk, all-purpose flour, salt, pepper, vegetable oil]",American,broiler fryer chicken buttermilk all purpose flour salt pepper vegetable oil
1203,Southern-Hot-Dog-Chili-Recipezaar,"[hamburger, chili powder, tomato sauce, water, black pepper, salt]",American,hamburger chili powder tomato sauce water black pepper salt
1204,Mustard_maple-Salmon-Recipezaar,"[dijon mustard, maple syrup, balsamic vinegar, salt, ground black pepper, salmon fillets, cooking spray]",American,dijon mustard maple syrup balsamic vinegar salt ground black pepper salmon fillet cooking spray
1205,Sugar-Rubbed-New-York-Strip-Steak-Recipezaar,"[brown sugar, ground black pepper, kosher salt, new york strip steaks]",American,brown sugar ground black pepper kosher salt new york strip steak
1206,Dijon-Pork-Loin-Recipezaar,"[steak seasoning, all-purpose flour, butter, dijon mustard, boneless pork loin, basil leaves, cherry tomatoes]",American,steak seasoning all purpose flour butter dijon mustard boneless pork loin basil leaf cherry tomato
1207,Southern-Peas-And-Ham-Recipezaar,"[peas, water, ham, chopped onion, ground pepper, salt]",American,pea water ham chopped onion ground pepper salt
1208,Grilled-Spareribs-With-B_s-Sweet-Maple-Barbecue-Sauce-My-Recipes,"[pork spareribs, salt, freshly ground pepper, barbecue sauce]",American,pork sparerib salt freshly ground pepper barbecue sauce
1209,Baked-Ham-With-Bourbon-Glaze-Recipezaar,"[honey, molasses, bourbon whiskey, orange juice, dijon mustard, half ham]",American,honey molasses bourbon whiskey orange juice dijon mustard half ham
1210,Salmon-With-Mustard-and-Brown-Sugar-Glaze-Food_com-187601,"[dry white wine, butter, old bay seasoning, salmon fillets, spicy brown mustard, golden brown sugar]",American,dry white wine butter old bay seasoning salmon fillet spicy brown mustard golden brown sugar
1211,Oven-Fried-Chicken-Tenders-Recipezaar_1,"[chicken breast tenders, low-fat buttermilk, cheese crackers, creole seasoning, salt, cooking spray, vegetable oil]",American,chicken breast tender low fat buttermilk cheese cracker creole seasoning salt cooking spray vegetable oil
1212,Maple_glazed-Scallops-My-Recipes,"[bacon slices, sea scallops, maple syrup, butter, grated orange, fresh orange juice, salt]",American,bacon slice sea scallop maple syrup butter grated orange fresh orange juice salt
1213,Spiced-Chili-Rub-My-Recipes,"[chili powder, ground cumin, ground coriander, cayenne]",American,chili powder ground cumin ground coriander cayenne
1214,Oven-Fried-Catfish-Recipezaar,"[light beer, hot sauce, catfish fillets, yellow cornmeal, corn starch, salt, pepper]",American,light beer hot sauce catfish fillet yellow cornmeal corn starch salt pepper
1215,Southern-Barbecue-Rub-Recipezaar,"[salt, sugar, brown sugar, ground cumin, chili powder, black pepper, cayenne pepper, paprika]",American,salt sugar brown sugar ground cumin chili powder black pepper cayenne pepper paprika
1216,Maple-Mustard-Salmon-Recipezaar,"[dijon mustard, maple syrup, balsamic vinegar, salt, ground pepper, salmon fillets, cooking spray]",American,dijon mustard maple syrup balsamic vinegar salt ground pepper salmon fillet cooking spray
1217,Pan_seared-Chicken-With-Goat-Cheese-Mashed-Potatoes-Recipezaar,"[olive oil, chopped fresh thyme, fresh rosemary, cracked black pepper, boneless chicken breast halves, fresh lemon juice, arugula]",American,olive oil chopped fresh thyme fresh rosemary cracked black pepper boneless chicken breast half fresh lemon juice arugula
1218,Savory-Herb-Roasted-Turkey-My-Recipes,"[poultry seasoning, seasoning salt, paprika, garlic powder, black pepper, turkey, butter]",American,poultry seasoning seasoning salt paprika garlic powder black pepper turkey butter
1219,Maple-Country-Turkey-Sausage-RecipeZaar,"[ground turkey, maple syrup, grill seasoning, extra-virgin olive oil]",American,ground turkey maple syrup grill seasoning extra virgin olive oil
1220,Meat-Loaf-With-Barbecue-Sauce-Epicurious,"[ground beef, fresh breadcrumbs, chopped onion, large eggs, fresh parsley, salt, ground black pepper, barbecue sauce]",American,ground beef fresh breadcrumb chopped onion large egg fresh parsley salt ground black pepper barbecue sauce
1221,Beef-Tidbits-With-Horseradish-Sauce-Recipezaar,"[soy sauce, vegetable oil, bourbon whiskey, garlic cloves, eye of round roast, dinner rolls, horseradish sauce]",American,soy sauce vegetable oil bourbon whiskey garlic clove eye of round roast dinner roll horseradish sauce
1222,Rib-Eye-Grill-Food_com-183818,"[salt, garlic powder, chili powder, dried oregano, ground red pepper, rib eye steaks]",American,salt garlic powder chili powder dried oregano ground red pepper rib eye steak
1223,Maple-Glazed-Barbecue-Chicken-Food_com-160425,"[maple syrup, tomato paste, red wine vinegar, salt, garlic cloves, boneless skinless chicken breast halves, ground pepper]",American,maple syrup tomato paste red wine vinegar salt garlic clove boneless skinless chicken breast half ground pepper
1224,Maple_barbecued-Chicken-Drumsticks-Recipezaar,"[chili sauce, maple syrup, cider vinegar, cooking oil, prepared mustard, salt, hot sauce, chicken drumsticks]",American,chili sauce maple syrup cider vinegar cooking oil prepared mustard salt hot sauce chicken drumstick
1225,Roast-Chicken-with-Lemon-and-Tarragon-MyRecipes-269271,"[roasting chickens, dried tarragon leaves, salt, pepper, lemon, cooking spray]",American,roasting chicken dried tarragon leaf salt pepper lemon cooking spray
1226,Psycho-Chicken-My-Recipes,"[chicken, cider vinegar, dried thyme, salt, black pepper, garlic cloves, dry white wine]",American,chicken cider vinegar dried thyme salt black pepper garlic clove dry white wine
1227,Maple-Mustard-Grilled-Chicken-MyRecipes-255159,"[dijon mustard, maple-flavored syrup, white vinegar, chicken breast halves, vegetable oil cooking spray, ground pepper, salt]",American,dijon mustard maple flavored syrup white vinegar chicken breast half vegetable oil cooking spray ground pepper salt
1228,Herb_and_citrus-Turkey-Burgers-Recipezaar,"[ground turkey, fresh basil, fresh sage, orange juice concentrate, garlic cloves, orange rind, salt, black pepper]",American,ground turkey fresh basil fresh sage orange juice concentrate garlic clove orange rind salt black pepper
1229,Maple-Glazed-Barbcue-Chicken-Food_com-86853,"[maple syrup, tomato paste, red wine vinegar, salt, garlic cloves, boneless skinless chicken breast halves, freshly ground pepper]",American,maple syrup tomato paste red wine vinegar salt garlic clove boneless skinless chicken breast half freshly ground pepper
1230,Garlic-Flank-Steak-Recipezaar,"[olive oil, salt, ground black pepper, garlic cloves, flank steak]",American,olive oil salt ground black pepper garlic clove flank steak
1231,Pepper-And-Garlic_crusted-Pork-Tenderloin-With-Port-Sauce-Recipezaar,"[black peppercorns, salt, garlic cloves, beef tenderloin steaks, port wine, canned beef broth, fresh thyme]",American,black peppercorn salt garlic clove beef tenderloin steak port wine canned beef broth fresh thyme
1232,Garlic-Flank-Steak-My-Recipes_1,"[soy sauce, balsamic vinegar, olive oil, garlic, cayenne, flank steak]",American,soy sauce balsamic vinegar olive oil garlic cayenne flank steak
1233,Lexington-Style-Grilled-Chicken-MyRecipes-245879,"[cider vinegar, dark brown sugar, vegetable oil, crushed red pepper, salt, pepper, whole chicken]",American,cider vinegar dark brown sugar vegetable oil crushed red pepper salt pepper whole chicken
1234,Citrus-Rubbed-Skirt-Steak-Recipezaar,"[grated lemon zest, grated orange, kosher salt, ground red pepper, garlic cloves, skirt steak, cooking spray]",American,grated lemon zest grated orange kosher salt ground red pepper garlic clove skirt steak cooking spray
1235,Southern-Barbecue-Shrimp-Recipezaar,"[large shrimp, unsalted butter, worcestershire sauce, fresh lemon juice, brown sugar, old bay seasoning, lemon wedges]",American,large shrimp unsalted butter worcestershire sauce fresh lemon juice brown sugar old bay seasoning lemon wedge
1236,Southern-Gluten-Free-Shepherd_s-Pie-Recipezaar,"[mashed potatoes, ground beef, corn, sharp cheddar cheese, pepper, salt]",American,mashed potato ground beef corn sharp cheddar cheese pepper salt
1237,Slow_cooker-Barbecue-Ribs-Recipezaar,"[pork country-style ribs, salt, onions, light brown sugar, apple butter, ketchup, lemon juice, orange juice, steak sauce, cracked black pepper, minced garlic, worcestershire sauce]",American,pork country style rib salt onion light brown sugar apple butter ketchup lemon juice orange juice steak sauce cracked black pepper minced garlic worcestershire sauce
1238,Skillet-Ham-With-Spicy-Peach-Salsa-MyRecipes-249145,"[brown sugar, peeled fresh ginger, peaches, jalapeno chilies, cooking spray, lean reduced sodium ham]",American,brown sugar peeled fresh ginger peach jalapeno chilies cooking spray lean reduced sodium ham
1239,Skillet-Sirloin-With-Sweet-Marinade-MyRecipes-249326,"[boneless sirloin steak, dark brown sugar, balsamic vinegar, worcestershire sauce, salt, cooking spray, beef broth]",American,boneless sirloin steak dark brown sugar balsamic vinegar worcestershire sauce salt cooking spray beef broth
1240,Chicken-With-Grilled-Green-Onions-My-Recipes,"[salt, pepper, olive oil, lime rind, fresh lime juice, green onions, chicken breast halves]",American,salt pepper olive oil lime rind fresh lime juice green onion chicken breast half
1241,Grilled-Rib-Eye-Steak-With-Maple-Mustard-Glaze-1471765,"[rib eye steaks, salt, cracked black pepper, pure maple syrup, dijon mustard, cider vinegar, pepper]",American,rib eye steak salt cracked black pepper pure maple syrup dijon mustard cider vinegar pepper
1242,Grilled-Hamburgers-With-Sour-Cream-And-Herbs-Recipezaar,"[lean ground beef, sour cream, fresh thyme, fresh parsley, fresh rosemary, pepper]",American,lean ground beef sour cream fresh thyme fresh parsley fresh rosemary pepper
1243,Herb_garlic-Chicken-My-Recipes,"[chicken breast halves, salt, black pepper, vegetable oil, garlic cloves, dry white wine, fat free less sodium chicken broth, herbes de provence]",American,chicken breast half salt black pepper vegetable oil garlic clove dry white wine fat free le sodium chicken broth herbes de provence
1244,Spice_rubbed-Smoked-Turkey-Recipezaar,"[turkey, brown sugar, kosher salt, ground cumin, dried oregano, rubbed sage, dry mustard, dried thyme, ground coriander]",American,turkey brown sugar kosher salt ground cumin dried oregano rubbed sage dry mustard dried thyme ground coriander
1245,Oven_barbecued-Turkey-Drumsticks-Recipezaar_1,"[ketchup, light soy sauce, firmly packed brown sugar, worcestershire sauce, garlic cloves, bay leaf, hot sauce, drumstick]",American,ketchup light soy sauce firmly packed brown sugar worcestershire sauce garlic clove bay leaf hot sauce drumstick
1246,A-Brace-Of-Herb_roasted-Chickens-My-Recipes,"[chicken, rub, onions, lemon, parsley sprigs, chèvre, olive oil]",American,chicken rub onion lemon parsley sprig ch vre olive oil
1247,Sage_roasted-Turkey-With-Caramelized-Onions-Recipezaar,"[onions, vegetable oil, turkey, butter, sage leaves, low sodium chicken broth, all-purpose flour, dry white wine, ground nutmeg]",American,onion vegetable oil turkey butter sage leaf low sodium chicken broth all purpose flour dry white wine ground nutmeg
1248,Peppercorn-Flank-Steak-My-Recipes,"[dry red wine, worcestershire sauce, garlic cloves, flank steak, peppercorns, cooking spray]",American,dry red wine worcestershire sauce garlic clove flank steak peppercorn cooking spray
1249,Quick-Pan_fried-Catfish-Recipezaar,"[baking mix, yellow cornmeal, old bay seasoning, catfish fillets, ranch dressing, vegetable oil, lemon wedges]",American,baking mix yellow cornmeal old bay seasoning catfish fillet ranch dressing vegetable oil lemon wedge
1250,Bourbon_-Brown-Sugar-Flank-Steak-W_-Garlic-chive-Mashed-Potatoes-Food_com-143324,"[dark brown sugar, green onions, bourbon whiskey, low sodium soy sauce, dijon mustard, ground black pepper, worcestershire sauce, flank steak, cooking spray, corn starch, small red potatoes, garlic cloves, reduced-fat sour cream, low-fat milk, butter, salt, chopped fresh chives, fresh chives]",American,dark brown sugar green onion bourbon whiskey low sodium soy sauce dijon mustard ground black pepper worcestershire sauce flank steak cooking spray corn starch small red potato garlic clove reduced fat sour cream low fat milk butter salt chopped fresh chive fresh chive
1251,Chicken-With-White-Barbecue-Sauce-Recipezaar_1,"[mayonnaise, apple cider vinegar, lemon juice, sugar, cracked black pepper, worcestershire sauce, fryer chicken]",American,mayonnaise apple cider vinegar lemon juice sugar cracked black pepper worcestershire sauce fryer chicken
1252,Quail-Smothered-In-Gravy-My-Recipes,"[all-purpose flour, salt, pepper, quail, vegetable oil, water]",American,all purpose flour salt pepper quail vegetable oil water
1253,Grilled-Salmon-With-Mustard_molasses-Glaze-Recipezaar,"[coarse ground mustard, molasses, red wine vinegar, salmon fillets, salt, pepper]",American,coarse ground mustard molasses red wine vinegar salmon fillet salt pepper
1254,1-2-3-Jambalaya-Food_com-147759,"[onions, green bell pepper, smoked sausage, olive oil, cooked chicken, long-grain rice, french onion soup, chicken broth, beef broth, creole seasoning, hot sauce, fresh cilantro]",American,onion green bell pepper smoked sausage olive oil cooked chicken long grain rice french onion soup chicken broth beef broth creole seasoning hot sauce fresh cilantro
1255,Barbecue-Meat-Loaf-MyRecipes-218408,"[ground round, barbecue sauce, chopped onion, dry bread crumbs, egg whites, pepper]",American,ground round barbecue sauce chopped onion dry bread crumb egg white pepper
1256,Raspberry-Barbecue-Chicken-Food_com-172461,"[chicken breasts, creole seasoning, preserv raspberri seedless, barbecue sauce, raspberry vinegar, dijon mustard, hot sauce]",American,chicken breast creole seasoning preserv raspberri seedless barbecue sauce raspberry vinegar dijon mustard hot sauce
1257,Mac-_n_-Cheese-Epicurious,"[elbow macaroni, all-purpose flour, skim milk, light butter, shredded cheddar cheese, Velveeta, black pepper, seasoned bread crumbs]",American,elbow macaroni all purpose flour skim milk light butter shredded cheddar cheese velveeta black pepper seasoned bread crumb
1258,Sweet_and_sour-Baby-Back-Ribs-My-Recipes,"[pork baby back ribs, lime, rub, sauce, green onions, sesame seeds]",American,pork baby back rib lime rub sauce green onion sesame seed
1259,Zesty-Herb_citrus-Chicken-My-Recipes,"[herbs, grated orange, orange juice, vegetable oil, chicken breasts]",American,herb grated orange orange juice vegetable oil chicken breast
1260,Halibut-With-Dried-Tomato_basil-Pesto-My-Recipes,"[halibut fillets, salt, freshly ground pepper, basil pesto]",American,halibut fillet salt freshly ground pepper basil pesto
1261,Maple-Glazed-Barbecue-Chicken-Food_com-161266,"[maple syrup, tomato paste, red wine vinegar, salt, garlic cloves, boneless skinless chicken breast halves, ground pepper]",American,maple syrup tomato paste red wine vinegar salt garlic clove boneless skinless chicken breast half ground pepper
1262,Apple-Honey_glazed-Chicken-Legs-My-Recipes,"[chicken legs, apple juice, garlic, pepper, honey, salt]",American,chicken leg apple juice garlic pepper honey salt
1263,Turkey-Loco-My-Recipes,"[turkey, lime, dried oregano, pepper, salt]",American,turkey lime dried oregano pepper salt
1264,Southern-Living_s-Pork-Chops-With-Cream-Gravy-Recipezaar,"[pork chops, pepper, salt, vegetable oil, all-purpose flour, milk, sauce]",American,pork chop pepper salt vegetable oil all purpose flour milk sauce
1265,Lime_grilled-Chicken-My-Recipes,"[lime juice, peanut oil, soy sauce, garlic cloves, bay leaf, chicken breast halves]",American,lime juice peanut oil soy sauce garlic clove bay leaf chicken breast half
1266,Roast-Turkey-With-White-Wine-Gravy-Epicurious,"[turkey, stuffing, butter, turkey stock, all-purpose flour, dry white wine]",American,turkey stuffing butter turkey stock all purpose flour dry white wine
1267,Deli-Chicken-With-Apricot-Glaze-My-Recipes,"[olive oil, shallots, apricot preserves, lemon juice, hot sauce, creole seasoning, chicken]",American,olive oil shallot apricot preserve lemon juice hot sauce creole seasoning chicken
1268,Baby-Back-Ribs-My-Recipes,"[pork baby back ribs, fruit, rub, sauce]",American,pork baby back rib fruit rub sauce
