,id,ingredient_list,cuisine,ingredient_string
105,Crawfish-Cakes-With-Crawfish-Cream-1633575,"[olive oil, onions, green bell pepper, red bell pepper, minced garlic, crawfish, creole seasoning, salt, worcestershire sauce, hot pepper sauce, grated parmesan cheese, large eggs, bread crumbs, all-purpose flour, milk, cream, green onions]",American,olive oil onion green bell pepper red bell pepper minced garlic crawfish creole seasoning salt worcestershire sauce hot pepper sauce grated parmesan cheese large egg bread crumb all purpose flour milk cream green onion
106,Crawfish-Monica-1251067,"[linguine, olive oil, unsalted butter, yellow onion, minced garlic, essence, salt, cayenne, dry white wine, heavy cream, fresh lemon juice, crawfish, green onions, fresh parsley leaves, grated parmesan cheese, paprika, garlic powder, black pepper, onion powder, cayenne pepper, dried oregano, dried thyme]",American,linguine olive oil unsalted butter yellow onion minced garlic essence salt cayenne dry white wine heavy cream fresh lemon juice crawfish green onion fresh parsley leaf grated parmesan cheese paprika garlic powder black pepper onion powder cayenne pepper dried oregano dried thyme
107,Dijon-Pork-Loin-My-Recipes,"[steak seasoning, all-purpose flour, butter, dijon mustard, boneless pork loin, cherry tomatoes, fresh basil leaves]",American,steak seasoning all purpose flour butter dijon mustard boneless pork loin cherry tomato fresh basil leaf
108,Roast-Turkey-Breast-with-Citrus-Herb-Butter-1384012,"[turkey breast, salt, freshly ground black pepper, unsalted butter, fresh thyme, fresh sage, fresh rosemary, fresh marjoram, grated lemon zest, grated orange, dijon mustard, low sodium chicken broth]",American,turkey breast salt freshly ground black pepper unsalted butter fresh thyme fresh sage fresh rosemary fresh marjoram grated lemon zest grated orange dijon mustard low sodium chicken broth
109,Chicken-Breasts-With-Sun_dried-Tomato-And-Garlic-Crust-Epicurious,"[fresh breadcrumbs, oil, large garlic cloves, chicken breast halves]",American,fresh breadcrumb oil large garlic clove chicken breast half
110,Garlic-and-Rosemary-Slow-Roasted-Turkey-MyRecipes-211621,"[turkey, garlic cloves, fresh rosemary, butter, paprika, salt, pepper, cooking spray]",American,turkey garlic clove fresh rosemary butter paprika salt pepper cooking spray
111,Apple-and-Horseradish-Glazed-Salmon-1354705,"[apple jelly, chopped fresh chives, prepared horseradish, champagne vinegar, kosher salt, salmon fillets, ground black pepper, olive oil]",American,apple jelly chopped fresh chive prepared horseradish champagne vinegar kosher salt salmon fillet ground black pepper olive oil
112,Grilled-Lamb-Patties-My-Recipes,"[ground lamb, onions, chopped fresh cilantro, fresh parsley, chopped fresh mint, ground allspice, ground cumin, salt, pepper]",American,ground lamb onion chopped fresh cilantro fresh parsley chopped fresh mint ground allspice ground cumin salt pepper
113,Prime-Rib-with-Horseradish-Cream-MyRecipes-220964,"[English mustard, prepared horseradish, chopped fresh thyme, salt, pepper, rib roast, horseradish cream, pecans, kumquats, lady apples]",American,english mustard prepared horseradish chopped fresh thyme salt pepper rib roast horseradish cream pecan kumquat lady apple
114,Maple-Glazed-Ribs-Allrecipes_1,"[pork baby back ribs, maple syrup, brown sugar, ketchup, cider vinegar, worcestershire sauce, salt, mustard powder]",American,pork baby back rib maple syrup brown sugar ketchup cider vinegar worcestershire sauce salt mustard powder
115,Bacon-Wrapped-Meat-Loaf-1601308,"[olive oil, diced yellow onion, diced celery, green bell pepper, minced garlic, rosemary, flat leaf parsley, ground pork, lean ground beef, dressing, white bread, buttermilk, cajun seasoning, garlic powder, kosher salt, freshly ground black pepper, unseasoned breadcrumbs, spinach leaves, pepper jack, pepper jelly, ketchup, smoked bacon]",American,olive oil diced yellow onion diced celery green bell pepper minced garlic rosemary flat leaf parsley ground pork lean ground beef dressing white bread buttermilk cajun seasoning garlic powder kosher salt freshly ground black pepper unseasoned breadcrumb spinach leaf pepper jack pepper jelly ketchup smoked bacon
116,Fire-And-Spice-Ham-My-Recipes,"[33% less sodium smoked fully cooked ham half, cooking spray, jelly, pineapple preserves, brown sugar, ground cloves]",American,le sodium smoked fully cooked ham half cooking spray jelly pineapple preserve brown sugar ground clove
117,Slow-Cooker-Meatloaf-939649,"[boiling water, sun-dried tomatoes, whole wheat bread, ground round, ground turkey, shiitake, diced onions, diced celery, basil, salt, large eggs, garlic cloves, ketchup, dijon mustard, ground red pepper]",American,boiling water sun dried tomato whole wheat bread ground round ground turkey shiitake diced onion diced celery basil salt large egg garlic clove ketchup dijon mustard ground red pepper
118,Southern_Style-Buttermilk-Fried-Chicken-AllRecipes,"[buttermilk, dijon mustard, salt, ground black pepper, cayenne pepper, chicken, all-purpose flour, baking powder, garlic powder, onion powder, vegetable oil]",American,buttermilk dijon mustard salt ground black pepper cayenne pepper chicken all purpose flour baking powder garlic powder onion powder vegetable oil
119,Barbecued-Texas-Beef-Brisket-Epicurious-50509,"[paprika, ground black pepper, coarse salt, sugar, chili powder, beef brisket, beer, cider vinegar, water, vegetable oil, worcestershire sauce, jalapeno chilies, barbecue sauce]",American,paprika ground black pepper coarse salt sugar chili powder beef brisket beer cider vinegar water vegetable oil worcestershire sauce jalapeno chilies barbecue sauce
120,Poppy-Seed-Chicken-1076036,"[cooked chicken, cream of chicken soup, sour cream, poppy seeds, butter crackers, butter]",American,cooked chicken cream of chicken soup sour cream poppy seed butter cracker butter
121,Barbecue-Roasted-Salmon-My-Recipes,"[pineapple juice, fresh lemon juice, salmon fillets, brown sugar, chili powder, grated lemon zest, ground cumin, salt, ground cinnamon, cooking spray, lemon slices]",American,pineapple juice fresh lemon juice salmon fillet brown sugar chili powder grated lemon zest ground cumin salt ground cinnamon cooking spray lemon slice
122,One-Pan-Easy-Smoked-Sausage-Jambalaya-628794,"[olive oil, smoked turkey sausage, creole seasoning, yellow onion, celery, green bell pepper, red bell pepper, minced garlic, dried thyme, smoked paprika, fire roasted diced tomatoes, crushed tomatoes, chicken broth, white rice, salt, pepper]",American,olive oil smoked turkey sausage creole seasoning yellow onion celery green bell pepper red bell pepper minced garlic dried thyme smoked paprika fire roasted diced tomato crushed tomato chicken broth white rice salt pepper
123,Maple-Bourbon-Apple-Barbecue-Ribs-1224348,"[oil, onions, apples, apple cider vinegar, apple cider, bourbon whiskey, diced tomatoes, salt, garlic powder, black pepper, cinnamon, ground nutmeg, ground allspice, maple syrup, liquid smoke, rib]",American,oil onion apple apple cider vinegar apple cider bourbon whiskey diced tomato salt garlic powder black pepper cinnamon ground nutmeg ground allspice maple syrup liquid smoke rib
124,Crawfish-Fettuccini-1108970,"[butter, onions, celery, green bell pepper, red bell pepper, garlic, fresh parsley, green onions, all-purpose flour, half & half, American cheese, monterey jack, salt, ground black pepper, cayenne pepper, crawfish, cooked fettuccini, grated parmesan cheese]",American,butter onion celery green bell pepper red bell pepper garlic fresh parsley green onion all purpose flour half half american cheese monterey jack salt ground black pepper cayenne pepper crawfish cooked fettuccini grated parmesan cheese
125,Leah-Chase_s-Oven_fried-Chicken-My-Recipes,"[salt, white pepper, chicken, all-purpose flour, garlic powder, paprika, thyme, cooking spray, margarine]",American,salt white pepper chicken all purpose flour garlic powder paprika thyme cooking spray margarine
126,Pecan_-Bourbon-And-Cane-Syrup-Ham-514005,"[ham, rubbed sage, extra-virgin olive oil, garlic, salt, freshly ground pepper, cane syrup, light brown sugar, bourbon whiskey, dijon mustard, chopped pecans, orange slices]",American,ham rubbed sage extra virgin olive oil garlic salt freshly ground pepper cane syrup light brown sugar bourbon whiskey dijon mustard chopped pecan orange slice
127,Merlot-Pot-Roast-With-Horseradish-Smashed-Potatoes-My-Recipes,"[fat, ground pepper, butter oil, carrots, onions, chopped celery, garlic, dried thyme, black peppercorns, bay leaf, merlot, tomato paste, corn starch, horseradish, potatoes, parsley, watercress, salt]",American,fat ground pepper butter oil carrot onion chopped celery garlic dried thyme black peppercorn bay leaf merlot tomato paste corn starch horseradish potato parsley watercress salt
128,Carolina-Grilled-Shrimp-My-Recipes,"[shrimp, olive oil, chili sauce, fresh lemon juice, worcestershire sauce, garlic cloves, ground red pepper]",American,shrimp olive oil chili sauce fresh lemon juice worcestershire sauce garlic clove ground red pepper
129,Classic-Meat-Loaf-My-Recipes_1,"[garlic, ground turkey, ground round, toasted wheat germ, fresh onion, fresh parsley, dried oregano, dried basil, salt, large eggs, cooking spray]",American,garlic ground turkey ground round toasted wheat germ fresh onion fresh parsley dried oregano dried basil salt large egg cooking spray
130,Cajun-Jambalaya-490198,"[shrimp, boneless skinless chicken breasts, turkey sausage, white onion, green bell pepper, celery, tomatoes, garlic, cajun seasoning, quick cooking brown rice, low sodium chicken broth, sea salt, ground black pepper, olive oil cooking spray]",American,shrimp boneless skinless chicken breast turkey sausage white onion green bell pepper celery tomato garlic cajun seasoning quick cooking brown rice low sodium chicken broth sea salt ground black pepper olive oil cooking spray
131,Barbecued-Sticky-Ribs-Recipe-Taste-of-Home-44558,"[garlic powder, salt, pepper, pork spareribs, sauce, tomato soup, onions, water, light corn syrup, ketchup, cider vinegar, worcestershire sauce, chili powder, hot pepper sauce, ground cinnamon]",American,garlic powder salt pepper pork sparerib sauce tomato soup onion water light corn syrup ketchup cider vinegar worcestershire sauce chili powder hot pepper sauce ground cinnamon
132,Fresh-Tuna-With-Tangy-Onions-My-Recipes,"[olive oil, chopped onion, red wine vinegar, salt, pepper, all-purpose flour, tuna steaks, mint sprigs]",American,olive oil chopped onion red wine vinegar salt pepper all purpose flour tuna steak mint sprig
133,Sticky-Spicy-Ribs-Epicurious-52691,"[dark brown sugar, salt, paprika, chipotle chile powder, ground cumin, ground allspice, black pepper, baby back ribs, chopped onion, garlic cloves, peeled fresh ginger, vegetable oil, ketchup, cider vinegar, soy sauce, water]",American,dark brown sugar salt paprika chipotle chile powder ground cumin ground allspice black pepper baby back rib chopped onion garlic clove peeled fresh ginger vegetable oil ketchup cider vinegar soy sauce water
134,Chicken-with-Lemon--Caper-Sauce-1035119,"[salt, pepper, chicken breast halves, olive oil, dry vermouth, fresh lemon juice, capers, fresh parsley]",American,salt pepper chicken breast half olive oil dry vermouth fresh lemon juice caper fresh parsley
135,Chicken-In-Lemon-Marinade-My-Recipes,"[vegetable oil, lemon juice, worcestershire sauce, hot sauce, onions, salt, pepper, celery salt, chicken breast halves]",American,vegetable oil lemon juice worcestershire sauce hot sauce onion salt pepper celery salt chicken breast half
136,Veal-Bacon-Meatloaf-1592291,"[butter, baby portobello mushrooms, salt, freshly ground pepper, onions, yellow peppers, ground veal, bread crumbs, ketchup, thick-cut bacon, large eggs]",American,butter baby portobello mushroom salt freshly ground pepper onion yellow pepper ground veal bread crumb ketchup thick cut bacon large egg
137,Cajun-Fried-Chicken-511662,"[chicken, salt, freshly ground black pepper, cayenne pepper, ground white pepper, garlic powder, Louisiana Hot Sauce, buttermilk, lard, all-purpose flour]",American,chicken salt freshly ground black pepper cayenne pepper ground white pepper garlic powder louisiana hot sauce buttermilk lard all purpose flour
138,Sauteed-Worcestershire-Chicken-531113,"[cutlet, pepper, salt, all-purpose flour, unsalted butter, vegetable oil, worcestershire sauce, red wine vinegar, low sodium chicken broth, finely chopped fresh parsley]",American,cutlet pepper salt all purpose flour unsalted butter vegetable oil worcestershire sauce red wine vinegar low sodium chicken broth finely chopped fresh parsley
139,Mom_s-Meat-Loaf-1033970,"[eggs, 2% reduced-fat milk, crushed saltines, chopped onion, salt, rubbed sage, pepper, lean ground beef, ketchup, brown sugar, worcestershire sauce]",American,egg reduced fat milk crushed saltine chopped onion salt rubbed sage pepper lean ground beef ketchup brown sugar worcestershire sauce
140,Lamb-Chops-With-Moroccan-Barbecue-Sauce-My-Recipes,"[fat, lamb loin chops, pepper, salt]",American,fat lamb loin chop pepper salt
141,Smoky-Chipotle-Baby-Back-Ribs-My-Recipes,"[pork baby back ribs, orange, rub, sauce]",American,pork baby back rib orange rub sauce
142,Roasted-Oysters-Decadence-My-Recipes,"[bacon, red bell pepper, finely chopped onion, dried thyme leaves, spinach leaves, pepper, salt, liquid, shucked oysters, sauce, oysters, lemon juice, dry white wine, gruyere cheese]",American,bacon red bell pepper finely chopped onion dried thyme leaf spinach leaf pepper salt liquid shucked oyster sauce oyster lemon juice dry white wine gruyere cheese
143,Grilled-Chicken-With-White-Barbecue-Sauce-My-Recipes,"[dried thyme, dried oregano, ground cumin, paprika, onion powder, salt, pepper, chicken thighs, barbecue sauce]",American,dried thyme dried oregano ground cumin paprika onion powder salt pepper chicken thigh barbecue sauce
144,Crab-Cakes-with-Spicy-Pimento-Mayo-Serious-Eats-42260,"[cake, white sandwich bread, lump crab meat, worcestershire sauce, large eggs, old bay seasoning, panko breadcrumbs, butter, mayonnaise, chili powder, lemon juice, pimentos]",American,cake white sandwich bread lump crab meat worcestershire sauce large egg old bay seasoning panko breadcrumb butter mayonnaise chili powder lemon juice pimento
